time, esti_x, esti_y, esti_z, esti_q_x, esti_q_y, esti_q_z, esti_q_w,             time, gt_x, gt_y, gt_z, gt_q_x, gt_q_y, gt_q_z, gt_q_w
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.449998855,2.466762310475792,0.5832963306958944,0.4113994284960927,-0.0017148353821224399,0.03260448724459247,0.007369264182713961,0.9994396933765113,4.449998855,-0.234264,0.643155,0.646457,-0.006308672986517931,-0.009650874568711996,-6.088832882445899e-05,0.9999335266324902
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.499999046,2.5601433768471398,0.5851906610648174,0.4679563685478871,-0.0014214208053150259,0.03297405224313881,0.00744568850252836,0.9994274626826523,4.499999046,-0.239339,0.649149,0.704325,-0.006065870755601419,-0.009769671216969126,-5.926540738245633e-05,0.9999338754421947
4.549999236,2.655261320279784,0.5869456805996637,0.5201472224423059,-0.0011255280919097302,0.033368039744286045,0.007522336577498225,0.9994141891941265,4.549999236,-0.244718,0.6554,0.760406,-0.005808067446766692,-0.009868105661969098,-5.731837480277475e-05,0.9999344395721672
4.549999236,2.655261320279784,0.5869456805996637,0.5201472224423059,-0.0011255280919097302,0.033368039744286045,0.007522336577498225,0.9994141891941265,4.549999236,-0.244718,0.6554,0.760406,-0.005808067446766692,-0.009868105661969098,-5.731837480277475e-05,0.9999344395721672
4.549999236,2.655261320279784,0.5869456805996637,0.5201472224423059,-0.0011255280919097302,0.033368039744286045,0.007522336577498225,0.9994141891941265,4.549999236,-0.244718,0.6554,0.760406,-0.005808067446766692,-0.009868105661969098,-5.731837480277475e-05,0.9999344395721672
